product_id,product_name,category,sub_category,brand,unit_cost,unit_price
20809,Product_0809,Home & Kitchen,Appliances,Pulse,29020.13,40144.02
20810,Product_0810,Beauty,Makeup,Aster,8801.72,9743.01
20811,Product_0811,Home & Kitchen,Furniture,Nova,6560.1,8617.61
20812,Product_0812,Sports,Team Sports,Prime,16179.03,19786.18
20813,Product_0813,Beauty,Haircare,Aster,20194.55,26538.41
20814,Product_0814,Home & Kitchen,Decor,Nova,21807.77,28406.06
20815,Product_0815,Beauty,Skincare,Orbit,22676.57,25013.88
20816,Product_0816,Sports,Team Sports,Prime,1297.61,1538.45
20817,Product_0817,Electronics,Mobile,Orbit,11934.06,13804.45
20818,Product_0818,Sports,Outdoor,Zenith,23263.95,26755.77
20819,Product_0819,Electronics,Audio,Aster,27164.59,35817.68
20820,Product_0820,Fashion,Footwear,Nova,18145.56,21264.15
20821,Product_0821,Sports,Team Sports,Aster,1758.74,2185.1
20822,Product_0822,Electronics,Audio,Prime,12020.05,14112.7
20823,Product_0823,Fashion,Men Clothing,Pulse,2411.97,3073.02
20824,Product_0824,Fashion,Footwear,Nova,22506.43,29622.34
20825,Product_0825,Fashion,Women Clothing,Prime,2092.46,2509.53
20826,Product_0826,Beauty,Makeup,Orbit,5734.79,7345.73
20827,Product_0827,Sports,Outdoor,Orbit,12625.36,17012.12
20828,Product_0828,Sports,Outdoor,Zenith,13986.92,15780.98
20829,Product_0829,Sports,Fitness,Orbit,12313.15,16169.64
20830,Product_0830,Sports,Team Sports,UrbanX,14009.22,16768.24
20831,Product_0831,Beauty,Haircare,Vertex,21454.53,24389.4
20832,Product_0832,Sports,Team Sports,Orbit,11204.21,14158.72
20833,Product_0833,Electronics,Mobile,Pulse,16522.96,19296.81
20834,Product_0834,Fashion,Men Clothing,UrbanX,9240.4,12441.35
20835,Product_0835,Beauty,Makeup,Aster,10738.1,11950.1
20836,Product_0836,Beauty,Haircare,Prime,18491.21,20887.59
20837,Product_0837,Sports,Sportswear,Orbit,14816.74,18614.25
20838,Product_0838,Fashion,Accessories,Nova,21746.48,27763.35
20839,Product_0839,Electronics,Mobile,Pulse,16904.05,22295.87
20840,Product_0840,Fashion,Women Clothing,Prime,24146.51,28439.23
20841,Product_0841,Home & Kitchen,Decor,Aster,13413.56,18142.22
20842,Product_0842,Fashion,Women Clothing,Nova,14832.8,20557.41
20843,Product_0843,Electronics,Audio,Pulse,20165.15,25200.63
20844,Product_0844,Electronics,Mobile,UrbanX,6793.07,9022.28
20845,Product_0845,Electronics,Audio,Orbit,11700.7,14713.1
20846,Product_0846,Beauty,Makeup,Prime,18820.27,21094.51
20847,Product_0847,Beauty,Makeup,,1060.51,1270.31
20848,Product_0848,Home & Kitchen,Furniture,Pulse,13221.75,14890.94
20849,Product_0849,Fashion,Accessories,Zenith,18045.73,25203.82
20850,Product_0850,Sports,Team Sports,Zenith,29027.79,33925.0
20851,Product_0851,Home & Kitchen,Cookware,Aster,26335.09,33992.55
20852,Product_0852,Sports,Outdoor,Aster,8566.11,10153.44
20853,Product_0853,Sports,Sportswear,Prime,15314.86,19847.66
20854,Product_0854,Home & Kitchen,Appliances,UrbanX,1881.15,2188.0
20855,Product_0855,Fashion,Men Clothing,UrbanX,7374.48,9849.22
20856,Product_0856,Sports,Team Sports,Vertex,23290.7,26394.03
20857,Product_0857,Beauty,Personal Care,Vertex,3874.76,5302.78
20858,Product_0858,Beauty,Personal Care,Prime,7879.18,10653.65
20859,Product_0859,Home & Kitchen,Appliances,Nova,28332.47,36935.4
20860,Product_0860,Sports,Team Sports,UrbanX,24750.9,27726.56
20861,Product_0861,Home & Kitchen,Furniture,Pulse,23498.47,27318.63
20862,Product_0862,Beauty,Personal Care,Pulse,25963.81,35253.88
20863,Product_0863,Home & Kitchen,Decor,Pulse,22538.25,25616.8
20864,Product_0864,Sports,Team Sports,Nova,3793.47,4350.27
20865,Product_0865,Sports,Fitness,Orbit,15593.53,19697.76
20866,Product_0866,Beauty,Makeup,Orbit,13438.47,15887.67
20867,Product_0867,Electronics,Audio,Nova,9472.32,11050.62
20868,Product_0868,Electronics,Accessories,Prime,25054.4,31887.84
20869,Product_0869,Fashion,Women Clothing,Orbit,14031.35,17002.81
20870,Product_0870,Beauty,Makeup,Vertex,1996.87,2280.76
20871,Product_0871,Fashion,Men Clothing,Nova,8393.97,10580.23
20872,Product_0872,Beauty,Skincare,Prime,7012.91,8528.43
20873,Product_0873,Sports,Team Sports,Vertex,26646.87,35183.33
20874,Product_0874,Beauty,Skincare,Nova,19493.66,22043.95
20875,Product_0875,Home & Kitchen,Cookware,Nova,16899.21,21735.49
20876,Product_0876,Fashion,Footwear,Pulse,15298.15,18831.23
20877,Product_0877,Beauty,Skincare,Vertex,19573.37,23915.11
20878,Product_0878,Fashion,Men Clothing,Zenith,22695.29,26546.37
20879,Product_0879,Beauty,Makeup,Vertex,16720.66,18545.35
20880,Product_0880,Electronics,Accessories,Aster,28160.91,38138.51
20881,Product_0881,Fashion,Women Clothing,,29309.66,35110.72
20882,Product_0882,Sports,Outdoor,Aster,29861.2,38948.78
20883,Product_0883,Sports,Sportswear,Prime,20147.86,27890.2
20884,Product_0884,Beauty,Makeup,Prime,27992.09,35535.88
20885,Product_0885,Sports,Sportswear,Orbit,12253.49,14938.77
20886,Product_0886,Sports,Outdoor,UrbanX,25815.85,30475.15
20887,Product_0887,Fashion,Women Clothing,Aster,27293.39,37670.7
20888,Product_0888,Beauty,Haircare,Vertex,27143.39,35411.89
20889,Product_0889,Fashion,Women Clothing,Orbit,24959.22,32436.61
20890,Product_0890,Beauty,Makeup,Orbit,12316.66,15122.98
20891,Product_0891,Sports,Outdoor,Aster,4935.44,6680.19
20892,Product_0892,Beauty,Haircare,Zenith,10151.9,13340.63
20893,Product_0893,Beauty,Makeup,Pulse,23065.2,27331.22
20894,Product_0894,Home & Kitchen,Decor,Orbit,7139.99,9138.28
20895,Product_0895,Beauty,Makeup,Orbit,14452.51,17762.98
20896,Product_0896,Home & Kitchen,Furniture,Prime,17048.91,18787.51
20897,Product_0897,Fashion,Men Clothing,Zenith,18194.99,24422.9
20898,Product_0898,Home & Kitchen,Appliances,Prime,28084.62,31927.98
20899,Product_0899,Fashion,Footwear,Zenith,19912.49,24950.08
20900,Product_0900,Beauty,Personal Care,Orbit,23631.7,28378.55
20901,Product_0901,Fashion,Women Clothing,Prime,17539.97,21094.04
20902,Product_0902,Sports,Fitness,Vertex,25040.69,31130.82
20903,Product_0903,Beauty,Makeup,Zenith,8057.18,11272.86
20904,Product_0904,Home & Kitchen,Appliances,Pulse,6454.35,7890.53
20905,Product_0905,Electronics,Audio,Nova,27804.34,32105.64
20906,Product_0906,Beauty,Skincare,Prime,20865.73,26793.31
20907,Product_0907,Sports,Team Sports,Orbit,20211.46,23665.32
20908,Product_0908,Fashion,Footwear,Aster,14125.4,15985.22
20909,Product_0909,Home & Kitchen,Cookware,Nova,11425.58,12740.12
20910,Product_0910,Home & Kitchen,Appliances,Aster,16759.6,18550.6
20911,Product_0911,Sports,Fitness,Orbit,3792.88,4662.77
20912,Product_0912,Sports,Sportswear,Prime,13750.43,16885.77
20913,Product_0913,Beauty,Skincare,Orbit,13769.96,15913.44
20914,Product_0914,Electronics,Accessories,Vertex,16242.43,21686.99
20915,Product_0915,Electronics,Mobile,Pulse,19113.63,21766.24
20916,Product_0916,Fashion,Women Clothing,Pulse,28728.09,39489.49
20917,Product_0917,Home & Kitchen,Appliances,Nova,19634.64,25059.16
20918,Product_0918,Beauty,Personal Care,Nova,26535.01,29408.35
20919,Product_0919,Home & Kitchen,Appliances,Prime,16777.86,23302.63
20920,Product_0920,Beauty,Makeup,Pulse,18882.45,22515.1
20921,Product_0921,Sports,Fitness,Pulse,2281.14,2817.19
20922,Product_0922,Fashion,Women Clothing,Zenith,4171.26,4944.11
20923,Product_0923,Sports,Fitness,Prime,17474.18,23040.17
20924,Product_0924,Home & Kitchen,Appliances,Prime,11992.24,14938.78
20925,Product_0925,Fashion,Men Clothing,,24004.55,27358.27
20926,Product_0926,Beauty,Personal Care,UrbanX,16386.7,18537.64
20927,Product_0927,Beauty,Haircare,Vertex,26492.27,34906.55
20928,Product_0928,Fashion,Footwear,Zenith,29175.48,34168.12
20929,Product_0929,Sports,Fitness,Orbit,4599.53,5249.62
20930,Product_0930,Fashion,Accessories,Vertex,11965.87,14955.28
20931,Product_0931,Sports,Outdoor,Pulse,20016.43,26838.62
20932,Product_0932,Fashion,Men Clothing,Prime,9303.56,11012.02
20933,Product_0933,Sports,Fitness,UrbanX,8157.56,9649.82
20934,Product_0934,Electronics,Audio,Orbit,24449.41,33010.72
20935,Product_0935,Fashion,Accessories,Orbit,29415.28,33661.38
20936,Product_0936,Sports,Outdoor,Pulse,23259.34,29888.68
20937,Product_0937,Home & Kitchen,Cookware,Prime,15805.56,21914.47
20938,Product_0938,Home & Kitchen,Furniture,Prime,13386.83,18104.23
20939,Product_0939,Fashion,Accessories,Vertex,16281.5,18211.58
20940,Product_0940,Fashion,Footwear,Pulse,13992.62,16734.8
20941,Product_0941,Beauty,Makeup,UrbanX,15186.06,17353.3
20942,Product_0942,Sports,Team Sports,Vertex,6262.9,8672.69
20943,Product_0943,Fashion,Women Clothing,Prime,27131.51,37869.69
20944,Product_0944,Home & Kitchen,Furniture,Aster,22685.14,26552.91
20945,Product_0945,Home & Kitchen,Cookware,Nova,20493.13,26659.71
20946,Product_0946,Home & Kitchen,Decor,Pulse,28507.76,38556.45
20947,Product_0947,Sports,Sportswear,Zenith,8674.95,10150.59
20948,Product_0948,Electronics,Accessories,Prime,2618.55,3027.84
20949,Product_0949,Fashion,Women Clothing,Zenith,24818.93,27384.3
20950,Product_0950,Electronics,Audio,Orbit,29952.83,36649.95
20951,Product_0951,Sports,Sportswear,UrbanX,17437.29,23886.14
20952,Product_0952,Fashion,Men Clothing,Pulse,1952.52,2676.7
20953,Product_0953,Beauty,Haircare,Aster,23457.95,26702.72
20954,Product_0954,Fashion,Footwear,Zenith,2397.72,2784.49
20955,Product_0955,Fashion,Accessories,Pulse,16292.42,19916.09
20956,Product_0956,Fashion,Footwear,Zenith,8470.47,11301.19
20957,Product_0957,Fashion,Men Clothing,UrbanX,27467.8,35256.44
20958,Product_0958,Fashion,Accessories,Prime,13649.67,17118.8
20959,Product_0959,Sports,Sportswear,Prime,26974.21,34461.7
20960,Product_0960,Fashion,Footwear,Nova,9112.62,10286.87
20961,Product_0961,Sports,Outdoor,UrbanX,11743.4,14600.56
20962,Product_0962,Fashion,Footwear,Aster,28424.15,39726.13
20963,Product_0963,Fashion,Men Clothing,Nova,6199.17,6983.57
20964,Product_0964,Sports,Team Sports,Pulse,17439.33,21899.86
20965,Product_0965,Fashion,Footwear,UrbanX,11777.61,13999.98
20966,Product_0966,Home & Kitchen,Decor,Prime,23270.17,29366.35
20967,Product_0967,Fashion,Women Clothing,Nova,4053.03,5156.04
20968,Product_0968,Beauty,Haircare,Prime,13229.01,16843.73
20969,Product_0969,Sports,Outdoor,Vertex,21028.19,28507.13
20970,Product_0970,Fashion,Women Clothing,Vertex,12329.08,15003.56
20971,Product_0971,Fashion,Footwear,Nova,1944.25,2439.85
20972,Product_0972,Sports,Sportswear,Nova,21212.35,23403.13
20973,Product_0973,Electronics,Accessories,UrbanX,15195.31,20314.08
20974,Product_0974,Home & Kitchen,Furniture,Pulse,537.0,632.5
20975,Product_0975,Home & Kitchen,Appliances,Aster,18457.15,24824.25
20976,Product_0976,Fashion,Women Clothing,Aster,27612.45,32574.18
20977,Product_0977,Sports,Outdoor,Vertex,3508.57,3870.78
20978,Product_0978,Beauty,Personal Care,Orbit,17802.0,20409.09
20979,Product_0979,Fashion,Accessories,Vertex,21914.33,30585.94
20980,Product_0980,Home & Kitchen,Furniture,Vertex,2309.06,2761.5
20981,Product_0981,Fashion,Footwear,Prime,873.94,989.87
20982,Product_0982,Sports,Outdoor,Aster,14033.04,15936.31
20983,Product_0983,Beauty,Personal Care,Nova,23777.36,28368.84
20984,Product_0984,Electronics,Accessories,Vertex,4989.44,5544.73
20985,Product_0985,Beauty,Makeup,Zenith,25131.79,31501.36
20986,Product_0986,Fashion,Women Clothing,Orbit,19766.0,23010.04
20987,Product_0987,Home & Kitchen,Furniture,UrbanX,10098.76,12681.95
20988,Product_0988,Sports,Fitness,Pulse,15571.61,17786.35
20989,Product_0989,Fashion,Women Clothing,Nova,28974.13,35607.96
20990,Product_0990,Electronics,Audio,Pulse,6649.82,8507.61
20991,Product_0991,Sports,Sportswear,Nova,15086.15,16875.37
20992,Product_0992,Sports,Fitness,Nova,18809.7,22940.78
20993,Product_0993,Sports,Team Sports,Aster,4312.84,5135.55
20994,Product_0994,Fashion,Footwear,Orbit,1496.96,1754.6
20995,Product_0995,Electronics,Mobile,Vertex,601.11,770.24
20996,Product_0996,Fashion,Women Clothing,UrbanX,9875.85,12607.14
20997,Product_0997,Sports,Fitness,Orbit,2403.63,3098.78
20998,Product_0998,Sports,Team Sports,Pulse,24152.34,27718.79
20999,Product_0999,Home & Kitchen,Furniture,Prime,29920.12,35476.67
21000,Product_1000,Beauty,Personal Care,UrbanX,2026.85,2357.03
